question_uid,parliament,session,question_number,response_date,response_sitting_day,response_type,response_detail,response_details_full
41-1-1021,41,1,1021,2012-12-11,196,written,Sessional Paper No. 8555-411-1021,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1021)  — December 11, 2012
"
41-1-1022,41,1,1022,2012-12-06,193,written,Sessional Paper No. 8555-411-1022,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1022)  — December 6, 2012
"
41-1-1023,41,1,1023,2012-12-10,195,written,Sessional Paper No. 8555-411-1023,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1023)  — December 10, 2012
"
41-1-1024,41,1,1024,2012-12-12,197,written,Sessional Paper No. 8555-411-1024,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1024)  — December 12, 2012
"
41-1-1025,41,1,1025,2012-12-12,197,written,Sessional Paper No. 8555-411-1025,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1025)  — December 12, 2012
"
41-1-1026,41,1,1026,2012-12-11,196,written,Sessional Paper No. 8555-411-1026,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1026)  — December 11, 2012
"
41-1-1027,41,1,1027,2012-12-11,196,written,Sessional Paper No. 8555-411-1027,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1027)  — December 11, 2012
"
41-1-1028,41,1,1028,2012-12-11,196,written,Sessional Paper No. 8555-411-1028,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1028)  — December 11, 2012
"
41-1-1029,41,1,1029,2012-12-10,195,written,Sessional Paper No. 8555-411-1029,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1029)  — December 10, 2012
"
41-1-1030,41,1,1030,2012-12-10,195,verbal,"Debates December 10, 2012","Answered — December 10, 2012
					 (See Debates)
"
41-1-1031,41,1,1031,2012-12-10,195,verbal,"Debates December 10, 2012","Answered — December 10, 2012
					 (See Debates)
"
41-1-1032,41,1,1032,2012-12-11,196,written,Sessional Paper No. 8555-411-1032,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1032)  — December 11, 2012
"
41-1-1033,41,1,1033,2012-12-11,196,written,Sessional Paper No. 8555-411-1033,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1033)  — December 11, 2012
"
41-1-1034,41,1,1034,2012-12-12,197,written,Sessional Paper No. 8555-411-1034,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1034)  — December 12, 2012
"
41-1-1035,41,1,1035,2013-01-28,198,written,Sessional Paper No. 8555-411-1035,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1035)  — January 28, 2013
"
41-1-1036,41,1,1036,2012-12-11,196,verbal,"Debates December 11, 2012","Answered — December 11, 2012
					 (See Debates)
"
41-1-1037,41,1,1037,2013-01-28,198,written,Sessional Paper No. 8555-411-1037,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1037)  — January 28, 2013
"
41-1-1038,41,1,1038,2013-01-28,198,written,Sessional Paper No. 8555-411-1038,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1038)  — January 28, 2013
"
41-1-1039,41,1,1039,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1040,41,1,1040,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1041,41,1,1041,2013-01-28,198,written,Sessional Paper No. 8555-411-1041,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1041)  — January 28, 2013
"
41-1-1042,41,1,1042,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1043,41,1,1043,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1044,41,1,1044,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1045,41,1,1045,2013-01-28,198,written,Sessional Paper No. 8555-411-1045,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1045)  — January 28, 2013
"
41-1-1046,41,1,1046,2013-01-28,198,written,Sessional Paper No. 8555-411-1046,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1046)  — January 28, 2013
"
41-1-1047,41,1,1047,2013-01-28,198,written,Sessional Paper No. 8555-411-1047,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1047)  — January 28, 2013
"
41-1-1048,41,1,1048,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1049,41,1,1049,2013-01-28,198,written,Sessional Paper No. 8555-411-1049,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1049)  — January 28, 2013
"
41-1-1050,41,1,1050,2013-01-28,198,written,Sessional Paper No. 8555-411-1050,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1050)  — January 28, 2013
"
41-1-1051,41,1,1051,2013-01-28,198,written,Sessional Paper No. 8555-411-1051,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1051)  — January 28, 2013
"
41-1-1052,41,1,1052,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1053,41,1,1053,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1054,41,1,1054,2013-01-28,198,written,Sessional Paper No. 8555-411-1054,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1054)  — January 28, 2013
"
41-1-1055,41,1,1055,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1055,41,1,1055,NA,NA,verbal,Debates NA,(See Debates)
41-1-1056,41,1,1056,2013-01-28,198,written,Sessional Paper No. 8555-411-1056,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1056)  — January 28, 2013
"
41-1-1057,41,1,1057,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1058,41,1,1058,2013-01-28,198,written,Sessional Paper No. 8555-411-1058,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1058)  — January 28, 2013
"
41-1-1059,41,1,1059,2013-01-28,198,written,Sessional Paper No. 8555-411-1059,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1059)  — January 28, 2013
"
41-1-1060,41,1,1060,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1061,41,1,1061,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1062,41,1,1062,2013-01-28,198,written,Sessional Paper No. 8555-411-1062,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1062)  — January 28, 2013
"
41-1-1063,41,1,1063,2013-01-28,198,written,Sessional Paper No. 8555-411-1063,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1063)  — January 28, 2013
"
41-1-1064,41,1,1064,2013-01-28,198,written,Sessional Paper No. 8555-411-1064,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1064)  — January 28, 2013
"
41-1-1065,41,1,1065,2013-01-28,198,written,Sessional Paper No. 8555-411-1065,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1065)  — January 28, 2013
"
41-1-1066,41,1,1066,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1067,41,1,1067,2013-01-28,198,written,Sessional Paper No. 8555-411-1067,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1067)  — January 28, 2013
"
41-1-1068,41,1,1068,2013-01-28,198,written,Sessional Paper No. 8555-411-1068,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1068)  — January 28, 2013
"
41-1-1069,41,1,1069,2013-01-28,198,written,Sessional Paper No. 8555-411-1069,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1069)  — January 28, 2013
"
41-1-1070,41,1,1070,2013-01-28,198,written,Sessional Paper No. 8555-411-1070,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1070)  — January 28, 2013
"
41-1-1071,41,1,1071,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1072,41,1,1072,2013-01-28,198,written,Sessional Paper No. 8555-411-1072,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1072)  — January 28, 2013
"
41-1-1073,41,1,1073,2013-01-28,198,written,Sessional Paper No. 8555-411-1073,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1073)  — January 28, 2013
"
41-1-1074,41,1,1074,2013-01-28,198,written,Sessional Paper No. 8555-411-1074,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1074)  — January 28, 2013
"
41-1-1075,41,1,1075,2013-01-28,198,written,Sessional Paper No. 8555-411-1075,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1075)  — January 28, 2013
"
41-1-1076,41,1,1076,2013-01-28,198,written,Sessional Paper No. 8555-411-1076,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1076)  — January 28, 2013
"
41-1-1077,41,1,1077,2013-01-28,198,written,Sessional Paper No. 8555-411-1077,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1077)  — January 28, 2013
"
41-1-1078,41,1,1078,2013-01-28,198,written,Sessional Paper No. 8555-411-1078,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1078)  — January 28, 2013
"
41-1-1079,41,1,1079,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1080,41,1,1080,2013-01-28,198,written,Sessional Paper No. 8555-411-1080,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1080)  — January 28, 2013
"
41-1-1081,41,1,1081,2013-01-28,198,written,Sessional Paper No. 8555-411-1081,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1081)  — January 28, 2013
"
41-1-1082,41,1,1082,2013-01-28,198,written,Sessional Paper No. 8555-411-1082,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1082)  — January 28, 2013
"
41-1-1083,41,1,1083,2013-01-28,198,written,Sessional Paper No. 8555-411-1083,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1083)  — January 28, 2013
"
41-1-1084,41,1,1084,2013-01-28,198,written,Sessional Paper No. 8555-411-1084,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1084)  — January 28, 2013
"
41-1-1085,41,1,1085,2013-01-28,198,written,Sessional Paper No. 8555-411-1085,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1085)  — January 28, 2013
"
41-1-1086,41,1,1086,2013-01-28,198,written,Sessional Paper No. 8555-411-1086,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1086)  — January 28, 2013
"
41-1-1086,41,1,1086,2013-03-08,222,written,Sessional Paper No. 8555-411-1086-01,"Made an Order for Return and revised answer tabled (Sessional Paper No. 8555-411-1086-01)  — March 8, 2013
"
41-1-1087,41,1,1087,2013-01-28,198,written,Sessional Paper No. 8555-411-1087,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1087)  — January 28, 2013
"
41-1-1088,41,1,1088,2013-01-28,198,written,Sessional Paper No. 8555-411-1088,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1088)  — January 28, 2013
"
41-1-1089,41,1,1089,2013-01-28,198,written,Sessional Paper No. 8555-411-1089,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1089)  — January 28, 2013
"
41-1-1090,41,1,1090,2013-01-28,198,written,Sessional Paper No. 8555-411-1090,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1090)  — January 28, 2013
"
41-1-1091,41,1,1091,2013-01-28,198,written,Sessional Paper No. 8555-411-1091,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1091)  — January 28, 2013
"
41-1-1092,41,1,1092,2013-01-28,198,written,Sessional Paper No. 8555-411-1092,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1092)  — January 28, 2013
"
41-1-1093,41,1,1093,2013-01-28,198,written,Sessional Paper No. 8555-411-1093,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1093)  — January 28, 2013
"
41-1-1094,41,1,1094,2013-01-28,198,written,Sessional Paper No. 8555-411-1094,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1094)  — January 28, 2013
"
41-1-1095,41,1,1095,2013-01-28,198,written,Sessional Paper No. 8555-411-1095,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1095)  — January 28, 2013
"
41-1-1096,41,1,1096,2013-01-28,198,written,Sessional Paper No. 8555-411-1096,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1096)  — January 28, 2013
"
41-1-1097,41,1,1097,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1098,41,1,1098,2013-01-28,198,written,Sessional Paper No. 8555-411-1098,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1098)  — January 28, 2013
"
41-1-1099,41,1,1099,2013-01-28,198,written,Sessional Paper No. 8555-411-1099,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1099)  — January 28, 2013
"
41-1-1100,41,1,1100,2013-01-28,198,written,Sessional Paper No. 8555-411-1100,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1100)  — January 28, 2013
"
41-1-1101,41,1,1101,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1102,41,1,1102,2013-01-28,198,written,Sessional Paper No. 8555-411-1102,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1102)  — January 28, 2013
"
41-1-1103,41,1,1103,2013-01-28,198,written,Sessional Paper No. 8555-411-1103,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1103)  — January 28, 2013
"
41-1-1104,41,1,1104,2013-01-28,198,written,Sessional Paper No. 8555-411-1104,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1104)  — January 28, 2013
"
41-1-1105,41,1,1105,2013-01-28,198,written,Sessional Paper No. 8555-411-1105,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1105)  — January 28, 2013
"
41-1-1106,41,1,1106,2013-01-28,198,verbal,"Debates January 28, 2013","Answered — January 28, 2013
					 (See Debates)
"
41-1-1107,41,1,1107,2013-01-28,198,written,Sessional Paper No. 8555-411-1107,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1107)  — January 28, 2013
"
41-1-1108,41,1,1108,2013-03-28,231,written,Sessional Paper No. 8555-411-1108,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1108)  — March 28, 2013
"
41-1-1109,41,1,1109,2013-03-08,222,written,Sessional Paper No. 8555-411-1109,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1109)  — March 8, 2013
"
41-1-1110,41,1,1110,2013-03-08,222,written,Sessional Paper No. 8555-411-1110,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1110)  — March 8, 2013
"
41-1-1111,41,1,1111,2013-03-08,222,written,Sessional Paper No. 8555-411-1111,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1111)  — March 8, 2013
"
41-1-1112,41,1,1112,2013-03-08,222,written,Sessional Paper No. 8555-411-1112,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1112)  — March 8, 2013
"
41-1-1113,41,1,1113,2013-03-18,223,written,Sessional Paper No. 8555-411-1113,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1113)  — March 18, 2013
"
41-1-1114,41,1,1114,2013-03-08,222,written,Sessional Paper No. 8555-411-1114,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1114)  — March 8, 2013
"
41-1-1115,41,1,1115,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1116,41,1,1116,2013-03-08,222,written,Sessional Paper No. 8555-411-1116,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1116)  — March 8, 2013
"
41-1-1117,41,1,1117,2013-03-08,222,written,Sessional Paper No. 8555-411-1117,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1117)  — March 8, 2013
"
41-1-1118,41,1,1118,2013-03-08,222,written,Sessional Paper No. 8555-411-1118,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1118)  — March 8, 2013
"
41-1-1119,41,1,1119,2013-03-08,222,written,Sessional Paper No. 8555-411-1119,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1119)  — March 8, 2013
"
41-1-1120,41,1,1120,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1121,41,1,1121,2013-03-08,222,written,Sessional Paper No. 8555-411-1121,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1121)  — March 8, 2013
"
41-1-1122,41,1,1122,2013-03-18,223,written,Sessional Paper No. 8555-411-1122,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1122)  — March 18, 2013
"
41-1-1123,41,1,1123,2013-03-08,222,written,Sessional Paper No. 8555-411-1123,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1123)  — March 8, 2013
"
41-1-1124,41,1,1124,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1125,41,1,1125,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1126,41,1,1126,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1127,41,1,1127,2013-03-08,222,written,Sessional Paper No. 8555-411-1127,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1127)  — March 8, 2013
"
41-1-1128,41,1,1128,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1129,41,1,1129,2013-03-18,223,written,Sessional Paper No. 8555-411-1129,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1129)  — March 18, 2013
"
41-1-1130,41,1,1130,2013-03-18,223,written,Sessional Paper No. 8555-411-1130,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1130)  — March 18, 2013
"
41-1-1131,41,1,1131,2013-03-18,223,written,Sessional Paper No. 8555-411-1131,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1131)  — March 18, 2013
"
41-1-1132,41,1,1132,2013-03-08,222,written,Sessional Paper No. 8555-411-1132,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1132)  — March 8, 2013
"
41-1-1133,41,1,1133,2013-03-08,222,written,Sessional Paper No. 8555-411-1133,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1133)  — March 8, 2013
"
41-1-1134,41,1,1134,2013-03-08,222,written,Sessional Paper No. 8555-411-1134,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1134)  — March 8, 2013
"
41-1-1135,41,1,1135,2013-03-18,223,written,Sessional Paper No. 8555-411-1135,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1135)  — March 18, 2013
"
41-1-1136,41,1,1136,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1137,41,1,1137,2013-03-18,223,verbal,"Debates March 18, 2013","Answered — March 18, 2013
					 (See Debates)
"
41-1-1138,41,1,1138,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1139,41,1,1139,2013-03-18,223,written,Sessional Paper No. 8555-411-1139,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1139)  — March 18, 2013
"
41-1-1140,41,1,1140,2013-03-18,223,written,Sessional Paper No. 8555-411-1140,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1140)  — March 18, 2013
"
41-1-1141,41,1,1141,2013-03-18,223,written,Sessional Paper No. 8555-411-1141,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1141)  — March 18, 2013
"
41-1-1142,41,1,1142,2013-03-18,223,written,Sessional Paper No. 8555-411-1142,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1142)  — March 18, 2013
"
41-1-1143,41,1,1143,2013-03-18,223,written,Sessional Paper No. 8555-411-1143,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1143)  — March 18, 2013
"
41-1-1144,41,1,1144,2013-03-18,223,verbal,"Debates March 18, 2013","Answered — March 18, 2013
					 (See Debates)
"
41-1-1145,41,1,1145,2013-03-08,222,written,Sessional Paper No. 8555-411-1145,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1145)  — March 8, 2013
"
41-1-1146,41,1,1146,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1147,41,1,1147,2013-03-08,222,written,Sessional Paper No. 8555-411-1147,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1147)  — March 8, 2013
"
41-1-1148,41,1,1148,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1149,41,1,1149,2013-03-18,223,written,Sessional Paper No. 8555-411-1149,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1149)  — March 18, 2013
"
41-1-1150,41,1,1150,2013-03-18,223,written,Sessional Paper No. 8555-411-1150,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1150)  — March 18, 2013
"
41-1-1151,41,1,1151,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1152,41,1,1152,2013-03-18,223,verbal,"Debates March 18, 2013","Answered — March 18, 2013
					 (See Debates)
"
41-1-1153,41,1,1153,2013-03-18,223,written,Sessional Paper No. 8555-411-1153,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1153)  — March 18, 2013
"
41-1-1154,41,1,1154,2013-03-18,223,written,Sessional Paper No. 8555-411-1154,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1154)  — March 18, 2013
"
41-1-1155,41,1,1155,2013-03-18,223,written,Sessional Paper No. 8555-411-1155,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1155)  — March 18, 2013
"
41-1-1156,41,1,1156,2013-03-08,222,verbal,"Debates March 8, 2013","Answered — March 8, 2013
					 (See Debates)
"
41-1-1157,41,1,1157,2013-03-19,224,written,Sessional Paper No. 8555-411-1157,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1157)  — March 19, 2013
"
41-1-1158,41,1,1158,2013-03-20,225,written,Sessional Paper No. 8555-411-1158,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1158)  — March 20, 2013
"
41-1-1159,41,1,1159,2013-03-20,225,written,Sessional Paper No. 8555-411-1159,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1159)  — March 20, 2013
"
41-1-1159,41,1,1159,2013-04-15,232,written,Sessional Paper No. 8555-411-1159-01,"Made an Order for Return and revised answer tabled (Sessional Paper No. 8555-411-1159-01)  — April 15, 2013
"
41-1-1160,41,1,1160,2013-03-20,225,verbal,"Debates March 20, 2013","Answered — March 20, 2013
					 (See Debates)
"
41-1-1161,41,1,1161,2013-03-22,227,verbal,"Debates March 22, 2013","Answered — March 22, 2013
					 (See Debates)
"
41-1-1162,41,1,1162,2013-03-22,227,written,Sessional Paper No. 8555-411-1162,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1162)  — March 22, 2013
"
41-1-1163,41,1,1163,2013-03-22,227,written,Sessional Paper No. 8555-411-1163,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1163)  — March 22, 2013
"
41-1-1164,41,1,1164,2013-03-22,227,verbal,"Debates March 22, 2013","Answered — March 22, 2013
					 (See Debates)
"
41-1-1165,41,1,1165,2013-03-22,227,written,Sessional Paper No. 8555-411-1165,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1165)  — March 22, 2013
"
41-1-1166,41,1,1166,2013-03-27,230,written,Sessional Paper No. 8555-411-1166,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1166)  — March 27, 2013
"
41-1-1167,41,1,1167,2013-03-22,227,verbal,"Debates March 22, 2013","Answered — March 22, 2013
					 (See Debates)
"
41-1-1168,41,1,1168,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1169,41,1,1169,2013-03-27,230,written,Sessional Paper No. 8555-411-1169,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1169)  — March 27, 2013
"
41-1-1170,41,1,1170,2013-03-28,231,written,Sessional Paper No. 8555-411-1170,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1170)  — March 28, 2013
"
41-1-1171,41,1,1171,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1172,41,1,1172,2013-04-15,232,written,Sessional Paper No. 8555-411-1172,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1172)  — April 15, 2013
"
41-1-1173,41,1,1173,2013-04-15,232,written,Sessional Paper No. 8555-411-1173,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1173)  — April 15, 2013
"
41-1-1174,41,1,1174,2013-04-15,232,written,Sessional Paper No. 8555-411-1174,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1174)  — April 15, 2013
"
41-1-1175,41,1,1175,2013-04-15,232,written,Sessional Paper No. 8555-411-1175,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1175)  — April 15, 2013
"
41-1-1176,41,1,1176,2013-04-15,232,written,Sessional Paper No. 8555-411-1176,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1176)  — April 15, 2013
"
41-1-1177,41,1,1177,2013-04-15,232,written,Sessional Paper No. 8555-411-1177,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1177)  — April 15, 2013
"
41-1-1178,41,1,1178,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1179,41,1,1179,2013-04-15,232,written,Sessional Paper No. 8555-411-1179,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1179)  — April 15, 2013
"
41-1-1180,41,1,1180,2013-04-15,232,written,Sessional Paper No. 8555-411-1180,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1180)  — April 15, 2013
"
41-1-1181,41,1,1181,2013-04-15,232,written,Sessional Paper No. 8555-411-1181,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1181)  — April 15, 2013
"
41-1-1182,41,1,1182,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1183,41,1,1183,2013-03-28,231,verbal,"Debates March 28, 2013","Answered — March 28, 2013
					 (See Debates)
"
41-1-1184,41,1,1184,2013-04-15,232,verbal,"Debates April 15, 2013","Answered (See Debates)
					 — April 15, 2013
"
41-1-1185,41,1,1185,2013-03-28,231,verbal,"Debates March 28, 2013","Answered — March 28, 2013
					 (See Debates)
"
41-1-1186,41,1,1186,2013-03-28,231,verbal,"Debates March 28, 2013","Answered — March 28, 2013
					 (See Debates)
"
41-1-1187,41,1,1187,2013-04-15,232,written,Sessional Paper No. 8555-411-1187,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1187)  — April 15, 2013
"
41-1-1188,41,1,1188,2013-04-15,232,written,Sessional Paper No. 8555-411-1188,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-1188)  — April 15, 2013
"
