question_uid,parliament,session,question_number,response_date,response_sitting_day,response_type,response_detail,response_details_full
41-1-341,41,1,341,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-342,41,1,342,2012-01-30,69,written,Sessional Paper No. 8555-411-342,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-342)  — January 30, 2012
"
41-1-342,41,1,342,2012-02-03,73,written,Sessional Paper No. 8555-411-342-01,"Made an Order for Return and revised answer tabled (Sessional Paper No. 8555-411-342-01)  — February 3, 2012
"
41-1-343,41,1,343,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-344,41,1,344,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-345,41,1,345,2012-01-30,69,written,Sessional Paper No. 8555-411-345,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-345)  — January 30, 2012
"
41-1-346,41,1,346,2012-01-30,69,written,Sessional Paper No. 8555-411-346,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-346)  — January 30, 2012
"
41-1-347,41,1,347,2012-01-30,69,written,Sessional Paper No. 8555-411-347,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-347)  — January 30, 2012
"
41-1-348,41,1,348,2012-01-30,69,written,Sessional Paper No. 8555-411-348,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-348)  — January 30, 2012
"
41-1-349,41,1,349,2012-01-30,69,written,Sessional Paper No. 8555-411-349,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-349)  — January 30, 2012
"
41-1-350,41,1,350,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-351,41,1,351,2012-01-30,69,written,Sessional Paper No. 8555-411-351,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-351)  — January 30, 2012
"
41-1-352,41,1,352,2011-12-14,67,withdrawn,NA,"Withdrawn — December 14, 2011
"
41-1-353,41,1,353,2012-01-30,69,written,Sessional Paper No. 8555-411-353,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-353)  — January 30, 2012
"
41-1-354,41,1,354,2012-01-30,69,written,Sessional Paper No. 8555-411-354,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-354)  — January 30, 2012
"
41-1-355,41,1,355,2012-01-30,69,written,Sessional Paper No. 8555-411-355,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-355)  — January 30, 2012
"
41-1-356,41,1,356,2012-01-30,69,written,Sessional Paper No. 8555-411-356,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-356)  — January 30, 2012
"
41-1-357,41,1,357,2012-01-30,69,written,Sessional Paper No. 8555-411-357,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-357)  — January 30, 2012
"
41-1-358,41,1,358,2012-01-30,69,written,Sessional Paper No. 8555-411-358,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-358)  — January 30, 2012
"
41-1-359,41,1,359,2012-01-30,69,written,Sessional Paper No. 8555-411-359,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-359)  — January 30, 2012
"
41-1-360,41,1,360,2012-01-30,69,written,Sessional Paper No. 8555-411-360,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-360)  — January 30, 2012
"
41-1-361,41,1,361,2012-01-30,69,written,Sessional Paper No. 8555-411-361,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-361)  — January 30, 2012
"
41-1-362,41,1,362,2012-01-30,69,written,Sessional Paper No. 8555-411-362,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-362)  — January 30, 2012
"
41-1-363,41,1,363,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-364,41,1,364,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-365,41,1,365,2012-01-30,69,written,Sessional Paper No. 8555-411-365,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-365)  — January 30, 2012
"
41-1-366,41,1,366,2012-01-30,69,written,Sessional Paper No. 8555-411-366,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-366)  — January 30, 2012
"
41-1-367,41,1,367,2012-01-30,69,written,Sessional Paper No. 8555-411-367,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-367)  — January 30, 2012
"
41-1-368,41,1,368,2012-01-30,69,written,Sessional Paper No. 8555-411-368,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-368)  — January 30, 2012
"
41-1-369,41,1,369,2012-01-30,69,written,Sessional Paper No. 8555-411-369,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-369)  — January 30, 2012
"
41-1-370,41,1,370,2012-01-30,69,written,Sessional Paper No. 8555-411-370,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-370)  — January 30, 2012
"
41-1-371,41,1,371,2012-01-30,69,written,Sessional Paper No. 8555-411-371,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-371)  — January 30, 2012
"
41-1-372,41,1,372,2012-01-30,69,written,Sessional Paper No. 8555-411-372,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-372)  — January 30, 2012
"
41-1-373,41,1,373,2012-01-30,69,written,Sessional Paper No. 8555-411-373,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-373)  — January 30, 2012
"
41-1-374,41,1,374,2012-01-30,69,written,Sessional Paper No. 8555-411-374,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-374)  — January 30, 2012
"
41-1-375,41,1,375,2012-01-30,69,written,Sessional Paper No. 8555-411-375,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-375)  — January 30, 2012
"
41-1-376,41,1,376,2012-01-30,69,written,Sessional Paper No. 8555-411-376,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-376)  — January 30, 2012
"
41-1-377,41,1,377,2011-12-13,66,withdrawn,NA,"Withdrawn — December 13, 2011
"
41-1-378,41,1,378,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-379,41,1,379,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-380,41,1,380,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-381,41,1,381,2012-01-30,69,written,Sessional Paper No. 8555-411-381,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-381)  — January 30, 2012
"
41-1-382,41,1,382,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-383,41,1,383,2012-01-30,69,written,Sessional Paper No. 8555-411-383,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-383)  — January 30, 2012
"
41-1-384,41,1,384,2012-01-30,69,written,Sessional Paper No. 8555-411-384,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-384)  — January 30, 2012
"
41-1-385,41,1,385,2012-01-30,69,written,Sessional Paper No. 8555-411-385,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-385)  — January 30, 2012
"
41-1-385,41,1,385,2012-02-29,86,written,Sessional Paper No. 8555-411-385-01,"Made an Order for Return and supplementary answer tabled (Sessional Paper No. 8555-411-385-01)  — February 29, 2012
"
41-1-386,41,1,386,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-387,41,1,387,2012-01-30,69,written,Sessional Paper No. 8555-411-387,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-387)  — January 30, 2012
"
41-1-387,41,1,387,2012-02-03,73,written,Sessional Paper No. 8555-411-387-01,"Made an Order for Return and revised answer tabled (Sessional Paper No. 8555-411-387-01)  — February 3, 2012
"
41-1-388,41,1,388,2012-01-30,69,written,Sessional Paper No. 8555-411-388,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-388)  — January 30, 2012
"
41-1-389,41,1,389,2012-01-30,69,written,Sessional Paper No. 8555-411-389,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-389)  — January 30, 2012
"
41-1-390,41,1,390,2012-01-30,69,written,Sessional Paper No. 8555-411-390,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-390)  — January 30, 2012
"
41-1-391,41,1,391,2012-01-30,69,written,Sessional Paper No. 8555-411-391,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-391)  — January 30, 2012
"
41-1-392,41,1,392,2012-01-30,69,written,Sessional Paper No. 8555-411-392,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-392)  — January 30, 2012
"
41-1-393,41,1,393,2012-01-30,69,written,Sessional Paper No. 8555-411-393,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-393)  — January 30, 2012
"
41-1-394,41,1,394,2012-02-06,74,withdrawn,NA,"Withdrawn — February 6, 2012
"
41-1-395,41,1,395,2012-02-06,74,withdrawn,NA,"Withdrawn — February 6, 2012
"
41-1-396,41,1,396,2012-01-30,69,written,Sessional Paper No. 8555-411-396,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-396)  — January 30, 2012
"
41-1-397,41,1,397,2012-01-30,69,written,Sessional Paper No. 8555-411-397,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-397)  — January 30, 2012
"
41-1-398,41,1,398,2012-01-30,69,written,Sessional Paper No. 8555-411-398,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-398)  — January 30, 2012
"
41-1-398,41,1,398,2012-03-02,88,written,Sessional Paper No. 8555-411-398-01,"Made an Order for Return and supplementary answer tabled (Sessional Paper No. 8555-411-398-01)  — March 2, 2012
"
41-1-399,41,1,399,2012-01-30,69,written,Sessional Paper No. 8555-411-399,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-399)  — January 30, 2012
"
41-1-400,41,1,400,2012-01-30,69,written,Sessional Paper No. 8555-411-400,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-400)  — January 30, 2012
"
41-1-401,41,1,401,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-402,41,1,402,2012-01-30,69,written,Sessional Paper No. 8555-411-402,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-402)  — January 30, 2012
"
41-1-403,41,1,403,2012-01-30,69,written,Sessional Paper No. 8555-411-403,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-403)  — January 30, 2012
"
41-1-404,41,1,404,2012-01-30,69,written,Sessional Paper No. 8555-411-404,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-404)  — January 30, 2012
"
41-1-405,41,1,405,2012-01-30,69,written,Sessional Paper No. 8555-411-405,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-405)  — January 30, 2012
"
41-1-406,41,1,406,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-407,41,1,407,2012-03-02,88,written,Sessional Paper No. 8555-411-407,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-407)  — March 2, 2012
"
41-1-408,41,1,408,2012-03-02,88,verbal,"Debates March 2, 2012","Answered — March 2, 2012
					 (See Debates)
"
41-1-409,41,1,409,2012-03-12,94,written,Sessional Paper No. 8555-411-409,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-409)  — March 12, 2012
"
41-1-410,41,1,410,2012-03-12,94,verbal,"Debates March 12, 2012","Answered — March 12, 2012
					 (See Debates)
"
41-1-411,41,1,411,2012-03-14,96,verbal,"Debates March 14, 2012","Answered — March 14, 2012
					 (See Debates)
"
41-1-412,41,1,412,2012-03-13,95,written,Sessional Paper No. 8555-411-412,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-412)  — March 13, 2012
"
41-1-413,41,1,413,2012-03-14,96,written,Sessional Paper No. 8555-411-413,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-413)  — March 14, 2012
"
41-1-414,41,1,414,2012-01-31,70,withdrawn,NA,"Withdrawn — January 31, 2012
"
41-1-415,41,1,415,2012-03-13,95,written,Sessional Paper No. 8555-411-415,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-415)  — March 13, 2012
"
41-1-416,41,1,416,2012-03-14,96,written,Sessional Paper No. 8555-411-416,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-416)  — March 14, 2012
"
41-1-417,41,1,417,2012-03-14,96,verbal,"Debates March 14, 2012","Answered — March 14, 2012
					 (See Debates)
"
41-1-418,41,1,418,2012-03-14,96,written,Sessional Paper No. 8555-411-418,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-418)  — March 14, 2012
"
41-1-419,41,1,419,2012-03-16,98,written,Sessional Paper No. 8555-411-419,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-419)  — March 16, 2012
"
41-1-420,41,1,420,2012-03-16,98,written,Sessional Paper No. 8555-411-420,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-420)  — March 16, 2012
"
41-1-421,41,1,421,2012-03-16,98,written,Sessional Paper No. 8555-411-421,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-421)  — March 16, 2012
"
41-1-422,41,1,422,2012-03-16,98,written,Sessional Paper No. 8555-411-422,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-422)  — March 16, 2012
"
41-1-423,41,1,423,2012-03-16,98,verbal,"Debates March 16, 2012","Answered — March 16, 2012
					 (See Debates)
"
41-1-424,41,1,424,2012-03-26,99,written,Sessional Paper No. 8555-411-424,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-424)  — March 26, 2012
"
41-1-425,41,1,425,2012-03-26,99,written,Sessional Paper No. 8555-411-425,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-425)  — March 26, 2012
"
41-1-426,41,1,426,2012-03-26,99,written,Sessional Paper No. 8555-411-426,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-426)  — March 26, 2012
"
41-1-427,41,1,427,2012-03-15,97,verbal,"Debates March 15, 2012","Answered — March 15, 2012
					 (See Debates)
"
41-1-428,41,1,428,2012-03-26,99,verbal,"Debates March 26, 2012","Answered — March 26, 2012
					 (See Debates)
"
41-1-429,41,1,429,2012-03-26,99,written,Sessional Paper No. 8555-411-429,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-429)  — March 26, 2012
"
41-1-430,41,1,430,2012-03-26,99,verbal,"Debates March 26, 2012","Answered — March 26, 2012
					 (See Debates)
"
41-1-431,41,1,431,2012-03-26,99,written,Sessional Paper No. 8555-411-431,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-431)  — March 26, 2012
"
41-1-432,41,1,432,2012-03-26,99,written,Sessional Paper No. 8555-411-432,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-432)  — March 26, 2012
"
41-1-433,41,1,433,2012-04-04,106,verbal,"Debates April 4, 2012","Answered — April 4, 2012
					 (See Debates)
"
41-1-434,41,1,434,2012-03-26,99,written,Sessional Paper No. 8555-411-434,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-434)  — March 26, 2012
"
41-1-435,41,1,435,2012-03-26,99,written,Sessional Paper No. 8555-411-435,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-435)  — March 26, 2012
"
41-1-436,41,1,436,2012-03-26,99,written,Sessional Paper No. 8555-411-436,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-436)  — March 26, 2012
"
41-1-437,41,1,437,2012-03-15,97,written,Sessional Paper No. 8555-411-437,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-437)  — March 15, 2012
"
41-1-438,41,1,438,2012-03-16,98,written,Sessional Paper No. 8555-411-438,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-438)  — March 16, 2012
"
41-1-439,41,1,439,2012-03-26,99,written,Sessional Paper No. 8555-411-439,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-439)  — March 26, 2012
"
